"Chr" "POS" "LG" "sex" "cM"
"149" "NW_019211454.1" 29784270 NA "male_position" 143.688
"150" "NW_019211454.1" 29784270 NA "female_position" 0
"151" "NW_019211454.1" 1498463 NA "male_position" 143.688
"152" "NW_019211454.1" 1498463 NA "female_position" 0
"153" "NW_019211454.1" 14565934 NA "male_position" 143.688
"154" "NW_019211454.1" 14565934 NA "female_position" 0
"155" "NW_019211454.1" 64189147 NA "male_position" 143.688
"156" "NW_019211454.1" 64189147 NA "female_position" 0
"157" "NW_019211454.1" 56754553 NA "male_position" 143.688
"158" "NW_019211454.1" 56754553 NA "female_position" 0
"159" "NW_019211454.1" 44766509 NA "male_position" 143.688
"160" "NW_019211454.1" 44766509 NA "female_position" 0
"161" "NW_019211454.1" 72789511 NA "male_position" 143.688
"162" "NW_019211454.1" 72789511 NA "female_position" 0
"163" "NW_019211454.1" 64226717 NA "male_position" 143.688
"164" "NW_019211454.1" 64226717 NA "female_position" 0
"165" "NW_019211454.1" 17876869 NA "male_position" 143.688
"166" "NW_019211454.1" 17876869 NA "female_position" 0
"167" "NW_019211454.1" 56129168 NA "male_position" 143.688
"168" "NW_019211454.1" 56129168 NA "female_position" 0
"169" "NW_019211454.1" 20384299 NA "male_position" 143.688
"170" "NW_019211454.1" 20384299 NA "female_position" 0
"171" "NW_019211454.1" 58461103 NA "male_position" 143.688
"172" "NW_019211454.1" 58461103 NA "female_position" 0
"173" "NW_019211454.1" 41033969 NA "male_position" 143.688
"174" "NW_019211454.1" 41033969 NA "female_position" 0
"175" "NW_019211454.1" 51129121 NA "male_position" 143.688
"176" "NW_019211454.1" 51129121 NA "female_position" 0
"177" "NW_019211454.1" 20712376 NA "male_position" 143.688
"178" "NW_019211454.1" 20712376 NA "female_position" 0
"179" "NW_019211454.1" 60445723 NA "male_position" 143.688
"180" "NW_019211454.1" 60445723 NA "female_position" 0
"181" "NW_019211454.1" 2018169 NA "male_position" 143.688
"182" "NW_019211454.1" 2018169 NA "female_position" 0
"183" "NW_019211454.1" 26615633 NA "male_position" 143.688
"184" "NW_019211454.1" 26615633 NA "female_position" 0
"185" "NW_019211454.1" 5509938 NA "male_position" 143.688
"186" "NW_019211454.1" 5509938 NA "female_position" 0
"187" "NW_019211454.1" 34153879 NA "male_position" 143.688
"188" "NW_019211454.1" 34153879 NA "female_position" 0
"189" "NW_019211454.1" 4370621 NA "male_position" 143.688
"190" "NW_019211454.1" 4370621 NA "female_position" 0
"191" "NW_019211454.1" 17557844 NA "male_position" 143.688
"192" "NW_019211454.1" 17557844 NA "female_position" 0
"193" "NW_019211454.1" 23448960 NA "male_position" 143.688
"194" "NW_019211454.1" 23448960 NA "female_position" 0
"195" "NW_019211454.1" 39893347 NA "male_position" 143.688
"196" "NW_019211454.1" 39893347 NA "female_position" 0
"197" "NW_019211454.1" 11627115 NA "male_position" 143.688
"198" "NW_019211454.1" 11627115 NA "female_position" 0
"199" "NW_019211454.1" 26166398 NA "male_position" 143.688
"200" "NW_019211454.1" 26166398 NA "female_position" 0
"201" "NW_019211454.1" 6221680 NA "male_position" 143.688
"202" "NW_019211454.1" 6221680 NA "female_position" 0
"203" "NW_019211454.1" 47310931 NA "male_position" 143.688
"204" "NW_019211454.1" 47310931 NA "female_position" 0
"205" "NW_019211454.1" 384479 NA "male_position" 143.688
"206" "NW_019211454.1" 384479 NA "female_position" 0
"207" "NW_019211454.1" 65480118 NA "male_position" 143.688
"208" "NW_019211454.1" 65480118 NA "female_position" 0
"209" "NW_019211454.1" 32964012 NA "male_position" 143.688
"210" "NW_019211454.1" 32964012 NA "female_position" 0
"211" "NW_019211454.1" 33245520 NA "male_position" 143.688
"212" "NW_019211454.1" 33245520 NA "female_position" 0
"213" "NW_019211454.1" 3234641 NA "male_position" 143.688
"214" "NW_019211454.1" 3234641 NA "female_position" 0
"215" "NW_019211454.1" 20479547 NA "male_position" 143.688
"216" "NW_019211454.1" 20479547 NA "female_position" 0
"217" "NW_019211454.1" 34153875 NA "male_position" 143.688
"218" "NW_019211454.1" 34153875 NA "female_position" 0
"219" "NW_019211454.1" 24701948 NA "male_position" 143.688
"220" "NW_019211454.1" 24701948 NA "female_position" 0
"221" "NW_019211454.1" 59237424 NA "male_position" 143.688
"222" "NW_019211454.1" 59237424 NA "female_position" 0
"223" "NW_019211454.1" 72238776 NA "male_position" 143.688
"224" "NW_019211454.1" 72238776 NA "female_position" 0
"225" "NW_019211454.1" 6271339 NA "male_position" 143.688
"226" "NW_019211454.1" 6271339 NA "female_position" 0
"227" "NW_019211454.1" 12404293 NA "male_position" 143.688
"228" "NW_019211454.1" 12404293 NA "female_position" 0
"229" "NW_019211454.1" 24911054 NA "male_position" 143.688
"230" "NW_019211454.1" 24911054 NA "female_position" 0
"231" "NW_019211454.1" 19778345 NA "male_position" 143.688
"232" "NW_019211454.1" 19778345 NA "female_position" 0
"233" "NW_019211454.1" 53767 NA "male_position" 143.688
"234" "NW_019211454.1" 53767 NA "female_position" 0
"235" "NW_019211454.1" 21622773 NA "male_position" 143.688
"236" "NW_019211454.1" 21622773 NA "female_position" 0
"237" "NW_019211454.1" 17182906 NA "male_position" 143.688
"238" "NW_019211454.1" 17182906 NA "female_position" 0
"239" "NW_019211454.1" 17375864 NA "male_position" 143.688
"240" "NW_019211454.1" 17375864 NA "female_position" 0
"241" "NW_019211454.1" 5825506 NA "male_position" 146.233
"242" "NW_019211454.1" 5825506 NA "female_position" 0
"243" "NW_019211454.1" 13440103 NA "male_position" 175.423
"244" "NW_019211454.1" 13440103 NA "female_position" 0
"245" "NW_019211455.1" 45116865 NA "male_position" 0
"246" "NW_019211455.1" 45116865 NA "female_position" 0
"247" "NW_019211455.1" 20238586 NA "male_position" 0
"248" "NW_019211455.1" 20238586 NA "female_position" 0
"249" "NW_019211455.1" 34613391 NA "male_position" 0
"250" "NW_019211455.1" 34613391 NA "female_position" 0
"251" "NW_019211455.1" 29483502 NA "male_position" 0
"252" "NW_019211455.1" 29483502 NA "female_position" 0
"253" "NW_019211455.1" 25237932 NA "male_position" 0
"254" "NW_019211455.1" 25237932 NA "female_position" 0
"255" "NW_019211455.1" 43055572 NA "male_position" 0
"256" "NW_019211455.1" 43055572 NA "female_position" 0
"257" "NW_019211455.1" 51174466 NA "male_position" 0
"258" "NW_019211455.1" 51174466 NA "female_position" 0
"259" "NW_019211455.1" 54492669 NA "male_position" 0
"260" "NW_019211455.1" 54492669 NA "female_position" 0
"261" "NW_019211455.1" 45989570 NA "male_position" 0
"262" "NW_019211455.1" 45989570 NA "female_position" 0
"263" "NW_019211455.1" 27429802 NA "male_position" 30.376
"264" "NW_019211455.1" 27429802 NA "female_position" 0
"265" "NW_019211455.1" 30316622 NA "male_position" 30.376
"266" "NW_019211455.1" 30316622 NA "female_position" 0
"267" "NW_019211455.1" 47162831 NA "male_position" 40.689
"268" "NW_019211455.1" 47162831 NA "female_position" 0
"269" "NW_019211455.1" 49814550 NA "male_position" 41.536
"270" "NW_019211455.1" 49814550 NA "female_position" 0
"271" "NW_019211455.1" 7990825 NA "male_position" 41.536
"272" "NW_019211455.1" 7990825 NA "female_position" 0
"273" "NW_019211455.1" 7002608 NA "male_position" 42.384
"274" "NW_019211455.1" 7002608 NA "female_position" 0
"275" "NW_019211455.1" 33713256 NA "male_position" 44.08
"276" "NW_019211455.1" 33713256 NA "female_position" 0
"277" "NW_019211455.1" 27955316 NA "male_position" 44.927
"278" "NW_019211455.1" 27955316 NA "female_position" 0
"279" "NW_019211455.1" 27957912 NA "male_position" 48.322
"280" "NW_019211455.1" 27957912 NA "female_position" 0
"281" "NW_019211455.1" 9106195 NA "male_position" 48.322
"282" "NW_019211455.1" 9106195 NA "female_position" 0
"283" "NW_019211455.1" 53385493 NA "male_position" 50.018
"284" "NW_019211455.1" 53385493 NA "female_position" 0
"285" "NW_019211455.1" 57443528 NA "male_position" 51.713
"286" "NW_019211455.1" 57443528 NA "female_position" 0
"287" "NW_019211455.1" 32893656 NA "male_position" 53.409
"288" "NW_019211455.1" 32893656 NA "female_position" 0
"289" "NW_019211455.1" 25948036 NA "male_position" 53.409
"290" "NW_019211455.1" 25948036 NA "female_position" 0
"291" "NW_019211455.1" 44179732 NA "male_position" 53.409
"292" "NW_019211455.1" 44179732 NA "female_position" 0
"293" "NW_019211455.1" 20024827 NA "male_position" 63.722
"294" "NW_019211455.1" 20024827 NA "female_position" 0
"295" "NW_019211455.1" 48106059 NA "male_position" 64.57
"296" "NW_019211455.1" 48106059 NA "female_position" 0
"297" "NW_019211455.1" 7139897 NA "male_position" 66.265
"298" "NW_019211455.1" 7139897 NA "female_position" 0
"299" "NW_019211455.1" 3237066 NA "male_position" 67.113
"300" "NW_019211455.1" 3237066 NA "female_position" 0
"301" "NW_019211455.1" 32976272 NA "male_position" 67.113
"302" "NW_019211455.1" 32976272 NA "female_position" 0
"303" "NW_019211455.1" 27691537 NA "male_position" 67.96
"304" "NW_019211455.1" 27691537 NA "female_position" 0
"305" "NW_019211455.1" 45546168 NA "male_position" 67.96
"306" "NW_019211455.1" 45546168 NA "female_position" 0
"307" "NW_019211455.1" 12856253 NA "male_position" 68.808
"308" "NW_019211455.1" 12856253 NA "female_position" 0
"309" "NW_019211455.1" 21705710 NA "male_position" 68.808
"310" "NW_019211455.1" 21705710 NA "female_position" 0
"311" "NW_019211455.1" 34193398 NA "male_position" 68.808
"312" "NW_019211455.1" 34193398 NA "female_position" 0
"313" "NW_019211455.1" 16441895 NA "male_position" 68.808
"314" "NW_019211455.1" 16441895 NA "female_position" 0
"315" "NW_019211455.1" 9486251 NA "male_position" 69.655
"316" "NW_019211455.1" 9486251 NA "female_position" 0
"317" "NW_019211455.1" 23246093 NA "male_position" 69.655
"318" "NW_019211455.1" 23246093 NA "female_position" 0
"319" "NW_019211455.1" 36144486 NA "male_position" 69.655
"320" "NW_019211455.1" 36144486 NA "female_position" 0
"321" "NW_019211455.1" 39936317 NA "male_position" 69.655
"322" "NW_019211455.1" 39936317 NA "female_position" 0
"323" "NW_019211455.1" 2717968 NA "male_position" 69.655
"324" "NW_019211455.1" 2717968 NA "female_position" 0
"325" "NW_019211455.1" 37037501 NA "male_position" 69.655
"326" "NW_019211455.1" 37037501 NA "female_position" 0
"327" "NW_019211455.1" 54873286 NA "male_position" 69.655
"328" "NW_019211455.1" 54873286 NA "female_position" 0
"329" "NW_019211455.1" 51307592 NA "male_position" 69.655
"330" "NW_019211455.1" 51307592 NA "female_position" 0
"331" "NW_019211455.1" 31614049 NA "male_position" 69.655
"332" "NW_019211455.1" 31614049 NA "female_position" 0
"333" "NW_019211455.1" 43245003 NA "male_position" 89.244
"334" "NW_019211455.1" 43245003 NA "female_position" 0
"335" "NW_019211455.1" 12728550 NA "male_position" 94.346
"336" "NW_019211455.1" 12728550 NA "female_position" 0
"337" "NW_019211455.1" 35113800 NA "male_position" 94.346
"338" "NW_019211455.1" 35113800 NA "female_position" 0
"339" "NW_019211455.1" 20461622 NA "male_position" 94.346
"340" "NW_019211455.1" 20461622 NA "female_position" 0
"341" "NW_019211455.1" 33790702 NA "male_position" 94.346
"342" "NW_019211455.1" 33790702 NA "female_position" 0
"343" "NW_019211455.1" 43871084 NA "male_position" 94.346
"344" "NW_019211455.1" 43871084 NA "female_position" 0
"345" "NW_019211455.1" 44622678 NA "male_position" 94.346
"346" "NW_019211455.1" 44622678 NA "female_position" 0
"347" "NW_019211455.1" 33975908 NA "male_position" 94.346
"348" "NW_019211455.1" 33975908 NA "female_position" 0
"349" "NW_019211455.1" 2739825 NA "male_position" 94.346
"350" "NW_019211455.1" 2739825 NA "female_position" 0
"351" "NW_019211455.1" 7990858 NA "male_position" 94.346
"352" "NW_019211455.1" 7990858 NA "female_position" 0
"353" "NW_019211455.1" 20604497 NA "male_position" 94.346
"354" "NW_019211455.1" 20604497 NA "female_position" 0
"355" "NW_019211455.1" 42447714 NA "male_position" 94.346
"356" "NW_019211455.1" 42447714 NA "female_position" 0
"357" "NW_019211455.1" 27691545 NA "male_position" 94.346
"358" "NW_019211455.1" 27691545 NA "female_position" 0
"359" "NW_019211455.1" 7990856 NA "male_position" 94.346
"360" "NW_019211455.1" 7990856 NA "female_position" 0
"361" "NW_019211455.1" 49524306 NA "male_position" 94.346
"362" "NW_019211455.1" 49524306 NA "female_position" 0
"363" "NW_019211455.1" 20055008 NA "male_position" 94.346
"364" "NW_019211455.1" 20055008 NA "female_position" 0
"365" "NW_019211455.1" 56308420 NA "male_position" 94.346
"366" "NW_019211455.1" 56308420 NA "female_position" 0
"367" "NW_019211455.1" 43528558 NA "male_position" 94.346
"368" "NW_019211455.1" 43528558 NA "female_position" 0
"369" "NW_019211455.1" 6828715 NA "male_position" 94.346
"370" "NW_019211455.1" 6828715 NA "female_position" 0
"371" "NW_019211455.1" 43245007 NA "male_position" 94.346
"372" "NW_019211455.1" 43245007 NA "female_position" 0
"373" "NW_019211455.1" 37335193 NA "male_position" 94.346
"374" "NW_019211455.1" 37335193 NA "female_position" 0
"375" "NW_019211455.1" 7751870 NA "male_position" 94.346
"376" "NW_019211455.1" 7751870 NA "female_position" 0
"377" "NW_019211455.1" 27862806 NA "male_position" 94.346
"378" "NW_019211455.1" 27862806 NA "female_position" 0
"379" "NW_019211455.1" 12807220 NA "male_position" 94.346
"380" "NW_019211455.1" 12807220 NA "female_position" 0
"381" "NW_019211455.1" 50610597 NA "male_position" 94.346
"382" "NW_019211455.1" 50610597 NA "female_position" 0
"383" "NW_019211455.1" 26678212 NA "male_position" 94.346
"384" "NW_019211455.1" 26678212 NA "female_position" 0
"385" "NW_019211455.1" 21738083 NA "male_position" 94.346
"386" "NW_019211455.1" 21738083 NA "female_position" 0
"387" "NW_019211455.1" 8604004 NA "male_position" 94.346
"388" "NW_019211455.1" 8604004 NA "female_position" 0
"389" "NW_019211455.1" 10226313 NA "male_position" 95.194
"390" "NW_019211455.1" 10226313 NA "female_position" 0
"391" "NW_019211455.1" 43285189 NA "male_position" 95.194
"392" "NW_019211455.1" 43285189 NA "female_position" 0
"393" "NW_019211455.1" 3106290 NA "male_position" 95.194
"394" "NW_019211455.1" 3106290 NA "female_position" 0
"395" "NW_019211455.1" 36415161 NA "male_position" 95.194
"396" "NW_019211455.1" 36415161 NA "female_position" 0
"397" "NW_019211455.1" 32896831 NA "male_position" 95.194
"398" "NW_019211455.1" 32896831 NA "female_position" 0
"399" "NW_019211455.1" 46456038 NA "male_position" 95.194
"400" "NW_019211455.1" 46456038 NA "female_position" 0
"401" "NW_019211455.1" 19753652 NA "male_position" 95.194
"402" "NW_019211455.1" 19753652 NA "female_position" 0
"403" "NW_019211455.1" 30927500 NA "male_position" 95.194
"404" "NW_019211455.1" 30927500 NA "female_position" 0
"405" "NW_019211456.1" 46473949 NA "male_position" 0
"406" "NW_019211456.1" 46473949 NA "female_position" 0
"407" "NW_019211456.1" 45835049 NA "male_position" 2.545
"408" "NW_019211456.1" 45835049 NA "female_position" 0
"409" "NW_019211456.1" 46363987 NA "male_position" 5.089
"410" "NW_019211456.1" 46363987 NA "female_position" 0
"411" "NW_019211456.1" 46403367 NA "male_position" 5.089
"412" "NW_019211456.1" 46403367 NA "female_position" 0
"413" "NW_019211456.1" 46441142 NA "male_position" 5.089
"414" "NW_019211456.1" 46441142 NA "female_position" 0
"415" "NW_019211456.1" 46321117 NA "male_position" 5.089
"416" "NW_019211456.1" 46321117 NA "female_position" 0
"417" "NW_019211456.1" 46324493 NA "male_position" 5.089
"418" "NW_019211456.1" 46324493 NA "female_position" 0
"419" "NW_019211456.1" 46443781 NA "male_position" 5.089
"420" "NW_019211456.1" 46443781 NA "female_position" 0
"421" "NW_019211456.1" 46272468 NA "male_position" 5.089
"422" "NW_019211456.1" 46272468 NA "female_position" 0
"423" "NW_019211456.1" 46402576 NA "male_position" 5.089
"424" "NW_019211456.1" 46402576 NA "female_position" 0
"425" "NW_019211456.1" 46278757 NA "male_position" 5.089
"426" "NW_019211456.1" 46278757 NA "female_position" 0
"427" "NW_019211456.1" 46352756 NA "male_position" 5.089
"428" "NW_019211456.1" 46352756 NA "female_position" 0
"429" "NW_019211456.1" 46339969 NA "male_position" 5.937
"430" "NW_019211456.1" 46339969 NA "female_position" 0
"431" "NW_019211456.1" 46284014 NA "male_position" 7.632
"432" "NW_019211456.1" 46284014 NA "female_position" 0
"433" "NW_019211456.1" 46528743 NA "male_position" 12.735
"434" "NW_019211456.1" 46528743 NA "female_position" 0
"435" "NW_019211456.1" 46513541 NA "male_position" 13.582
"436" "NW_019211456.1" 46513541 NA "female_position" 0
"437" "NW_019211456.1" 46532574 NA "male_position" 13.582
"438" "NW_019211456.1" 46532574 NA "female_position" 0
"439" "NW_019211456.1" 46539556 NA "male_position" 13.582
"440" "NW_019211456.1" 46539556 NA "female_position" 0
"441" "NW_019211456.1" 46548486 NA "male_position" 13.582
"442" "NW_019211456.1" 46548486 NA "female_position" 0
"443" "NW_019211456.1" 46510604 NA "male_position" 13.582
"444" "NW_019211456.1" 46510604 NA "female_position" 0
"445" "NW_019211456.1" 46531504 NA "male_position" 13.582
"446" "NW_019211456.1" 46531504 NA "female_position" 0
"447" "NW_019211456.1" 46531283 NA "male_position" 13.582
"448" "NW_019211456.1" 46531283 NA "female_position" 0
"449" "NW_019211456.1" 46545722 NA "male_position" 14.43
"450" "NW_019211456.1" 46545722 NA "female_position" 0
"451" "NW_019211456.1" 46564270 NA "male_position" 14.43
"452" "NW_019211456.1" 46564270 NA "female_position" 0
"453" "NW_019211456.1" 46537551 NA "male_position" 15.277
"454" "NW_019211456.1" 46537551 NA "female_position" 0
"455" "NW_019211456.1" 46545970 NA "male_position" 15.277
"456" "NW_019211456.1" 46545970 NA "female_position" 0
"457" "NW_019211456.1" 46549166 NA "male_position" 16.125
"458" "NW_019211456.1" 46549166 NA "female_position" 0
"459" "NW_019211456.1" 46549158 NA "male_position" 16.125
"460" "NW_019211456.1" 46549158 NA "female_position" 0
"461" "NW_019211456.1" 45826514 NA "male_position" 22.946
"462" "NW_019211456.1" 45826514 NA "female_position" 0
"463" "NW_019211456.1" 14155583 NA "male_position" 37.773
"464" "NW_019211456.1" 14155583 NA "female_position" 0
"465" "NW_019211456.1" 13335287 NA "male_position" 48.974
"466" "NW_019211456.1" 13335287 NA "female_position" 0
"467" "NW_019211456.1" 13247959 NA "male_position" 50.669
"468" "NW_019211456.1" 13247959 NA "female_position" 0
"469" "NW_019211456.1" 13230522 NA "male_position" 52.365
"470" "NW_019211456.1" 13230522 NA "female_position" 0
"471" "NW_019211456.1" 17110817 NA "male_position" 70.012
"472" "NW_019211456.1" 17110817 NA "female_position" 0
"473" "NW_019211456.1" 6624482 NA "male_position" 84.839
"474" "NW_019211456.1" 6624482 NA "female_position" 0
"475" "NW_019211456.1" 10572145 NA "male_position" 84.839
"476" "NW_019211456.1" 10572145 NA "female_position" 0
"477" "NW_019211456.1" 55333520 NA "male_position" 84.839
"478" "NW_019211456.1" 55333520 NA "female_position" 0
"479" "NW_019211456.1" 22510432 NA "male_position" 84.839
"480" "NW_019211456.1" 22510432 NA "female_position" 0
"481" "NW_019211456.1" 26642883 NA "male_position" 84.839
"482" "NW_019211456.1" 26642883 NA "female_position" 0
